Fecha;Estacion;DIAS_GRA
01-01-2022;1387;0
01-02-2022;1387;0
01-03-2022;1387;0
01-04-2022;1387;0
01-05-2022;1387;0
01-06-2022;1387;0
01-07-2022;1387;0
01-08-2022;1387;0
01-09-2022;1387;0
01-10-2022;1387;0
01-11-2022;1387;0
01-12-2022;1387;0
01-01-2022;1387E;0
01-02-2022;1387E;0
01-03-2022;1387E;0
01-04-2022;1387E;0
01-05-2022;1387E;0
01-06-2022;1387E;0
01-07-2022;1387E;0
01-08-2022;1387E;0
01-09-2022;1387E;0
01-10-2022;1387E;0
01-11-2022;1387E;0
01-12-2022;1387E;0
01-01-2022;1428;0
01-02-2022;1428;0
01-03-2022;1428;0
01-04-2022;1428;0
01-05-2022;1428;0
01-06-2022;1428;0
01-07-2022;1428;0
01-08-2022;1428;0
01-09-2022;1428;0
01-10-2022;1428;0
01-11-2022;1428;0
01-12-2022;1428;0
01-01-2022;8175;0
01-02-2022;8175;0
01-03-2022;8175;0
01-04-2022;8175;1
01-05-2022;8175;0
01-06-2022;8175;0
01-07-2022;8175;0
01-08-2022;8175;0
01-09-2022;8175;0
01-10-2022;8175;0
01-11-2022;8175;0
01-12-2022;8175;0
01-01-2022;8178D;0
01-02-2022;8178D;0
01-03-2022;8178D;0
01-04-2022;8178D;1
01-05-2022;8178D;0
01-06-2022;8178D;0
01-07-2022;8178D;0
01-08-2022;8178D;0
01-09-2022;8178D;0
01-10-2022;8178D;0
01-11-2022;8178D;0
01-12-2022;8178D;0
01-01-2022;8025;0
01-02-2022;8025;0
01-03-2022;8025;0
01-04-2022;8025;0
01-05-2022;8025;0
01-06-2022;8025;0
01-07-2022;8025;0
01-08-2022;8025;0
01-09-2022;8025;0
01-10-2022;8025;0
01-11-2022;8025;0
01-12-2022;8025;0
01-01-2022;8019;0
01-02-2022;8019;0
01-03-2022;8019;0
01-04-2022;8019;0
01-05-2022;8019;0
01-06-2022;8019;0
01-07-2022;8019;0
01-08-2022;8019;0
01-09-2022;8019;0
01-10-2022;8019;0
01-11-2022;8019;0
01-12-2022;8019;0
01-01-2022;6325O;0
01-02-2022;6325O;0
01-03-2022;6325O;0
01-04-2022;6325O;0
01-05-2022;6325O;0
01-06-2022;6325O;0
01-07-2022;6325O;0
01-08-2022;6325O;0
01-09-2022;6325O;0
01-10-2022;6325O;0
01-11-2022;6325O;0
01-12-2022;6325O;0
01-01-2022;9091O;0
01-02-2022;9091O;0
01-03-2022;9091O;1
01-04-2022;9091O;3
01-05-2022;9091O;0
01-06-2022;9091O;0
01-07-2022;9091O;0
01-08-2022;9091O;0
01-09-2022;9091O;0
01-10-2022;9091O;0
01-11-2022;9091O;0
01-12-2022;9091O;0
01-01-2022;1212E;0
01-02-2022;1212E;0
01-03-2022;1212E;0
