Fecha;Estacion;DIAS_GRA
01 -01-2023;8178D;0
01 -02-2023;8178D;0
01 -03-2023;8178D;0
01 -04-2023;8178D;0
01 -05-2023;8178D;0
01 -06-2023;8178D;0
01 -07-2023;8178D;34.2
01 -08-2023;8178D;0
01 -09-2023;8178D;0
01 -10-2023;8178D;0
01 -11-2023;8178D;0
01 -12-2023;8178D;0
01 -01-2023;4452;9.2
01 -02-2023;4452;0
01 -03-2023;4452;15.9
01 -04-2023;4452;22.2
01 -05-2023;4452;25.0
01 -06-2023;4452;28.3
01 -07-2023;4452;32.2
01 -08-2023;4452;32.4
01 -09-2023;4452;25.0
01 -10-2023;4452;21.4
01 -11-2023;4452;14.7
01 -12-2023;4452;10.0
01 -01-2023;0200E;6.7
01 -02-2023;0200E;6.4
01 -03-2023;0200E;10.6
01 -04-2023;0200E;0
01 -05-2023;0200E;18.6
01 -06-2023;0200E;24.8
01 -07-2023;0200E;0
01 -08-2023;0200E;26.5
01 -09-2023;0200E;0
01 -10-2023;0200E;0
01 -11-2023;0200E;0
01 -12-2023;0200E;0
01 -01-2023;2331;3.8
01 -02-2023;2331;3.5
01 -03-2023;2331;9.1
01 -04-2023;2331;15.0
01 -05-2023;2331;18.6
01 -06-2023;2331;22.6
01 -07-2023;2331;28.4
01 -08-2023;2331;29.2
01 -09-2023;2331;21.1
01 -10-2023;2331;16.5
01 -11-2023;2331;9.5
01 -12-2023;2331;5.6
01 -01-2023;3469A;9.3
01 -02-2023;3469A;9.3
01 -03-2023;3469A;15.0
01 -04-2023;3469A;22.3
01 -05-2023;3469A;24.6
01 -06-2023;3469A;26.8
01 -07-2023;3469A;32.7
01 -08-2023;3469A;32.8
01 -09-2023;3469A;25.5
01 -10-2023;3469A;21.9
01 -11-2023;3469A;14.6
01 -12-2023;3469A;10.3
01 -01-2023;1024E;7.0
01 -02-2023;1024E;6.2
01 -03-2023;1024E;10.7
01 -04-2023;1024E;0
01 -05-2023;1024E;16.9
01 -06-2023;1024E;0
01 -07-2023;1024E;22.1
01 -08-2023;1024E;0
01 -09-2023;1024E;20.4
01 -10-2023;1024E;17.2
01 -11-2023;1024E;11.8
01 -12-2023;1024E;9.3
01 -01-2023;2867;6.4
01 -02-2023;2867;6.4
01 -03-2023;2867;12.3
01 -04-2023;2867;18.4
01 -05-2023;2867;22.1
01 -06-2023;2867;25.8
01 -07-2023;2867;31.6
01 -08-2023;2867;31.8
01 -09-2023;2867;23.7
01 -10-2023;2867;19.0
01 -11-2023;2867;11.6
01 -12-2023;2867;7.2
01 -01-2023;2422;3.9
01 -02-2023;2422;3.7
01 -03-2023;2422;10.9
01 -04-2023;2422;18.2
01 -05-2023;2422;0
01 -06-2023;2422;25.1
01 -07-2023;2422;30.5
01 -08-2023;2422;30.9
01 -09-2023;2422;22.6
01 -10-2023;2422;17.4
01 -11-2023;2422;9.7
01 -12-2023;2422;0
01 -01-2023;2539;4.0
01 -02-2023;2539;3.9
01 -03-2023;2539;9.0
01 -04-2023;2539;14.3
01 -05-2023;2539;18.6
01 -06-2023;2539;23.2
01 -07-2023;2539;29.1
01 -08-2023;2539;28.7
01 -09-2023;2539;19.5
01 -10-2023;2539;15.5
01 -11-2023;2539;9.5
01 -12-2023;2539;5.0
