Fecha;Estacion;DIAS_GRA
01-12-2023;5000C;0
01-01-2023;4121;1
01-02-2023;4121;0
01-03-2023;4121;0
01-04-2023;4121;0
01-05-2023;4121;0
01-06-2023;4121;0
01-07-2023;4121;0
01-08-2023;4121;0
01-09-2023;4121;0
01-10-2023;4121;0
01-11-2023;4121;0
01-12-2023;4121;0
01-01-2023;5402;0
01-02-2023;5402;0
01-03-2023;5402;0
01-04-2023;5402;0
01-05-2023;5402;0
01-06-2023;5402;0
01-07-2023;5402;0
01-08-2023;5402;0
01-09-2023;5402;0
01-10-2023;5402;0
01-11-2023;5402;0
01-12-2023;5402;0
01-01-2023;8096;4
01-02-2023;8096;3
01-03-2023;8096;0
01-04-2023;8096;0
01-05-2023;8096;0
01-06-2023;8096;0
01-07-2023;8096;0
01-08-2023;8096;0
01-09-2023;8096;0
01-10-2023;8096;0
01-11-2023;8096;0
01-12-2023;8096;0
01-01-2023;1024E;2
01-02-2023;1024E;2
01-03-2023;1024E;0
01-04-2023;1024E;0
01-05-2023;1024E;0
01-06-2023;1024E;0
01-07-2023;1024E;0
01-08-2023;1024E;0
01-09-2023;1024E;0
01-10-2023;1024E;0
01-11-2023;1024E;0
01-12-2023;1024E;0
01-01-2023;1014;0
01-02-2023;1014;1
01-03-2023;1014;0
01-04-2023;1014;0
01-05-2023;1014;0
01-06-2023;1014;0
01-07-2023;1014;0
01-08-2023;1014;0
01-09-2023;1014;0
01-10-2023;1014;0
01-11-2023;1014;0
01-12-2023;1014;0
01-01-2023;0367;0
01-02-2023;0367;0
01-03-2023;0367;0
01-04-2023;0367;0
01-05-2023;0367;0
01-06-2023;0367;0
01-07-2023;0367;0
01-08-2023;0367;0
01-09-2023;0367;0
01-10-2023;0367;0
01-11-2023;0367;0
01-12-2023;0367;0
01-01-2023;5530E;0
01-02-2023;5530E;0
01-03-2023;5530E;0
01-04-2023;5530E;0
01-05-2023;5530E;0
01-06-2023;5530E;0
01-07-2023;5530E;0
01-08-2023;5530E;0
01-09-2023;5530E;0
01-10-2023;5530E;0
01-11-2023;5530E;0
01-12-2023;5530E;0
01-01-2023;5514;0
01-02-2023;5514;1
01-03-2023;5514;0
01-04-2023;5514;0
01-05-2023;5514;0
01-06-2023;5514;0
01-07-2023;5514;0
01-08-2023;5514;0
01-09-2023;5514;0
01-10-2023;5514;0
01-11-2023;5514;0
01-12-2023;5514;0
01-01-2023;3013;9
01-02-2023;3013;5
01-03-2023;3013;2
01-04-2023;3013;0
01-05-2023;3013;0
01-06-2023;3013;0
01-07-2023;3013;0
01-08-2023;3013;0
01-09-2023;3013;0
01-10-2023;3013;0
01-11-2023;3013;0
01-12-2023;3013;0
01-01-2023;4642E;0
01-02-2023;4642E;0
01-03-2023;4642E;0
01-04-2023;4642E;0
01-05-2023;4642E;0
01-06-2023;4642E;0
01-07-2023;4642E;0
01-08-2023;4642E;0
01-09-2023;4642E;0
01-10-2023;4642E;0
01-11-2023;4642E;0
01-12-2023;4642E;0
01-01-2023;9898;1
01-02-2023;9898;0
01-03-2023;9898;0
01-04-2023;9898;0
01-05-2023;9898;0
01-06-2023;9898;0
01-07-2023;9898;0
01-08-2023;9898;0
01-09-2023;9898;0
01-10-2023;9898;0
01-11-2023;9898;0
01-12-2023;9898;0
01-01-2023;5270B;0
01-02-2023;5270B;0
01-03-2023;5270B;0
01-04-2023;5270B;0
01-05-2023;5270B;0
01-06-2023;5270B;0
01-07-2023;5270B;0
01-08-2023;5270B;0
01-09-2023;5270B;0
01-10-2023;5270B;0
01-11-2023;5270B;0
01-12-2023;5270B;0
01-01-2023;9170;1
01-02-2023;9170;2
01-03-2023;9170;0
01-04-2023;9170;0
01-05-2023;9170;0
01-06-2023;9170;0
01-07-2023;9170;0
01-08-2023;9170;0
01-09-2023;9170;0
01-10-2023;9170;0
01-11-2023;9170;0
01-12-2023;9170;0
01-01-2023;C249I;0
01-02-2023;C249I;0
01-03-2023;C249I;0
01-04-2023;C249I;0
01-05-2023;C249I;0
01-06-2023;C249I;0
01-07-2023;C249I;0
01-08-2023;C249I;0
01-09-2023;C249I;0
01-10-2023;C249I;0
01-11-2023;C249I;0
01-12-2023;C249I;0
01-01-2023;C649I;0
01-02-2023;C649I;0
01-03-2023;C649I;0
01-04-2023;C649I;0
01-05-2023;C649I;0
01-06-2023;C649I;0
01-07-2023;C649I;0
01-08-2023;C649I;0
01-09-2023;C649I;0
01-10-2023;C649I;0
01-11-2023;C649I;0
01-12-2023;C649I;0
01-01-2023;C029O;0
01-02-2023;C029O;0
01-03-2023;C029O;0
01-04-2023;C029O;0
01-05-2023;C029O;0
01-06-2023;C029O;0
01-07-2023;C029O;0
01-08-2023;C029O;0
01-09-2023;C029O;0
01-10-2023;C029O;0
01-11-2023;C029O;0
01-12-2023;C029O;0
01-01-2023;2661;2
01-02-2023;2661;4
01-03-2023;2661;1
01-04-2023;2661;0
01-05-2023;2661;0
01-06-2023;2661;0
01-07-2023;2661;0
01-08-2023;2661;0
01-09-2023;2661;0
01-10-2023;2661;0
01-11-2023;2661;0
01-12-2023;2661;0
01-01-2023;1549;3
01-02-2023;1549;3
01-03-2023;1549;0
01-04-2023;1549;0
01-05-2023;1549;0
01-06-2023;1549;0
01-07-2023;1549;0
01-08-2023;1549;0
01-09-2023;1549;0
01-10-2023;1549;0
01-11-2023;1549;0
01-12-2023;1549;0
01-01-2023;9771C;1
01-02-2023;9771C;0
01-03-2023;9771C;0
01-04-2023;9771C;0
01-05-2023;9771C;0
01-06-2023;9771C;0
01-07-2023;9771C;0
01-08-2023;9771C;0
01-09-2023;9771C;0
01-10-2023;9771C;0
01-11-2023;9771C;0
01-12-2023;9771C;0
01-01-2023;1505;0
01-02-2023;1505;2
01-03-2023;1505;0
01-04-2023;1505;0
01-05-2023;1505;0
01-06-2023;1505;0
01-07-2023;1505;0
01-08-2023;1505;0
01-09-2023;1505;0
01-10-2023;1505;0
01-11-2023;1505;0
01-12-2023;1505;0
01-01-2023;3191E;1
01-02-2023;3191E;3
01-03-2023;3191E;0
01-04-2023;3191E;0
01-05-2023;3191E;0
01-06-2023;3191E;0
01-07-2023;3191E;0
01-08-2023;3191E;0
01-09-2023;3191E;0
01-10-2023;3191E;0
01-11-2023;3191E;0
01-12-2023;3191E;0
01-01-2023;3129;1
01-02-2023;3129;0
01-03-2023;3129;0
01-04-2023;3129;0
01-05-2023;3129;0
01-06-2023;3129;0
01-07-2023;3129;0
01-08-2023;3129;0
01-09-2023;3129;0
01-10-2023;3129;0
01-11-2023;3129;0
01-12-2023;3129;0
01-01-2023;3196;1
01-02-2023;3196;0
01-03-2023;3196;0
01-04-2023;3196;0
01-05-2023;3196;0
01-06-2023;3196;0
01-07-2023;3196;0
01-08-2023;3196;0
01-09-2023;3196;0
01-10-2023;3196;0
01-11-2023;3196;0
01-12-2023;3196;0
01-01-2023;3200;0
01-02-2023;3200;0
01-03-2023;3200;0
01-04-2023;3200;0
01-05-2023;3200;0
01-06-2023;3200;0
01-07-2023;3200;0
01-08-2023;3200;0
01-09-2023;3200;0
01-10-2023;3200;0
01-11-2023;3200;0
01-12-2023;3200;0
01-01-2023;3195;0
01-02-2023;3195;1
01-03-2023;3195;0
01-04-2023;3195;0
01-05-2023;3195;0
01-06-2023;3195;0
01-07-2023;3195;0
01-08-2023;3195;0
01-09-2023;3195;0
01-10-2023;3195;0
01-11-2023;3195;0
01-12-2023;3195;0
01-01-2023;3175;0
01-02-2023;3175;0
01-03-2023;3175;0
01-04-2023;3175;0
01-05-2023;3175;0
01-06-2023;3175;0
01-07-2023;3175;0
01-08-2023;3175;0
01-09-2023;3175;0
01-10-2023;3175;0
01-11-2023;3175;0
01-12-2023;3175;0
01-01-2023;2462;13
01-02-2023;2462;6
01-03-2023;2462;4
01-04-2023;2462;2
01-05-2023;2462;1
01-06-2023;2462;0
01-07-2023;2462;0
01-08-2023;2462;0
01-09-2023;2462;0
01-10-2023;2462;0
01-11-2023;2462;9
01-12-2023;2462;3
01-01-2023;6155A;0
01-02-2023;6155A;0
01-03-2023;6155A;0
01-04-2023;6155A;0
01-05-2023;6155A;0
01-06-2023;6155A;0
01-07-2023;6155A;0
01-08-2023;6155A;0
01-09-2023;6155A;0
01-10-2023;6155A;0
01-11-2023;6155A;0
01-12-2023;6155A;0
01-01-2023;6000A;0
01-02-2023;6000A;0
01-03-2023;6000A;0
01-04-2023;6000A;0
01-05-2023;6000A;0
01-06-2023;6000A;0
01-07-2023;6000A;0
01-08-2023;6000A;0
01-09-2023;6000A;0
01-10-2023;6000A;0
01-11-2023;6000A;0
01-12-2023;6000A;0
01-01-2023;7178I;0
01-02-2023;7178I;0
01-03-2023;7178I;0
01-04-2023;7178I;0
01-05-2023;7178I;0
01-06-2023;7178I;0
01-07-2023;7178I;0
01-08-2023;7178I;0
01-09-2023;7178I;0
01-10-2023;7178I;0
01-11-2023;7178I;0
01-12-2023;7178I;0
01-01-2023;7228;0
01-02-2023;7228;0
01-03-2023;7228;0
01-04-2023;7228;0
01-05-2023;7228;0
01-06-2023;7228;0
01-07-2023;7228;0
01-08-2023;7228;0
01-09-2023;7228;0
01-10-2023;7228;0
01-11-2023;7228;0
01-12-2023;7228;0
01-01-2023;7031;0
01-02-2023;7031;0
01-03-2023;7031;0
01-04-2023;7031;0
01-05-2023;7031;0
01-06-2023;7031;0
01-07-2023;7031;0
01-08-2023;7031;0
01-09-2023;7031;0
01-10-2023;7031;0
01-11-2023;7031;0
01-12-2023;7031;0
01-01-2023;9263D;3
01-02-2023;9263D;1
01-03-2023;9263D;0
01-04-2023;9263D;0
01-05-2023;9263D;0
01-06-2023;9263D;0
01-07-2023;9263D;0
01-08-2023;9263D;0
01-09-2023;9263D;0
01-10-2023;9263D;0
01-11-2023;9263D;0
01-12-2023;9263D;0
01-01-2023;9262;2
01-02-2023;9262;2
01-03-2023;9262;0
01-04-2023;9262;0
01-05-2023;9262;0
01-06-2023;9262;0
01-07-2023;9262;0
01-08-2023;9262;0
01-09-2023;9262;0
01-10-2023;9262;0
01-11-2023;9262;0
01-12-2023;9262;0
01-01-2023;1690A;0
01-02-2023;1690A;0
01-03-2023;1690A;0
01-04-2023;1690A;0
01-05-2023;1690A;0
01-06-2023;1690A;0
01-07-2023;1690A;0
01-08-2023;1690A;0
01-09-2023;1690A;0
01-10-2023;1690A;0
01-11-2023;1690A;0
01-12-2023;1690A;0
01-01-2023;1484C;0
01-02-2023;1484C;0
01-03-2023;1484C;0
01-04-2023;1484C;0
01-05-2023;1484C;0
01-06-2023;1484C;0
01-07-2023;1484C;0
01-08-2023;1484C;0
01-09-2023;1484C;0
01-10-2023;1484C;0
01-11-2023;1484C;0
01-12-2023;1484C;0
01-01-2023;1495;0
01-02-2023;1495;0
01-03-2023;1495;0
01-04-2023;1495;0
01-05-2023;1495;0
01-06-2023;1495;0
01-07-2023;1495;0
01-08-2023;1495;0
01-09-2023;1495;0
01-10-2023;1495;0
01-11-2023;1495;0
01-12-2023;1495;0
01-01-2023;2867;1
01-02-2023;2867;1
01-03-2023;2867;0
01-04-2023;2867;0
01-05-2023;2867;0
01-06-2023;2867;0
01-07-2023;2867;0
01-08-2023;2867;0
01-09-2023;2867;0
01-10-2023;2867;0
01-11-2023;2867;0
01-12-2023;2867;0
01-01-2023;C929I;0
01-02-2023;C929I;0
01-03-2023;C929I;0
01-04-2023;C929I;0
01-05-2023;C929I;0
01-06-2023;C929I;0
01-07-2023;C929I;0
01-08-2023;C929I;0
01-09-2023;C929I;0
01-10-2023;C929I;0
01-11-2023;C929I;0
01-12-2023;C929I;0
01-01-2023;C430E;2
01-02-2023;C430E;8
01-03-2023;C430E;0
01-04-2023;C430E;0
01-05-2023;C430E;0
01-06-2023;C430E;0
01-07-2023;C430E;0
01-08-2023;C430E;0
01-09-2023;C430E;0
01-10-2023;C430E;0
01-11-2023;C430E;0
01-12-2023;C430E;2
01-01-2023;C139E;0
01-02-2023;C139E;0
01-03-2023;C139E;0
01-04-2023;C139E;0
01-05-2023;C139E;0
01-06-2023;C139E;0
01-07-2023;C139E;0
01-08-2023;C139E;0
01-09-2023;C139E;0
01-10-2023;C139E;0
01-11-2023;C139E;0
01-12-2023;C139E;0
01-01-2023;C449C;0
01-02-2023;C449C;0
01-03-2023;C449C;0
01-04-2023;C449C;0
01-05-2023;C449C;0
01-06-2023;C449C;0
01-07-2023;C449C;0
01-08-2023;C449C;0
01-09-2023;C449C;0
01-10-2023;C449C;0
01-11-2023;C449C;0
01-12-2023;C449C;0
01-01-2023;C447A;0
01-02-2023;C447A;0
01-03-2023;C447A;0
01-04-2023;C447A;0
01-05-2023;C447A;0
01-06-2023;C447A;0
01-07-2023;C447A;0
01-08-2023;C447A;0
01-09-2023;C447A;0
01-10-2023;C447A;0
01-11-2023;C447A;0
01-12-2023;C447A;0
01-01-2023;C429I;0
01-02-2023;C429I;0
01-03-2023;C429I;0
01-04-2023;C429I;0
01-05-2023;C429I;0
01-06-2023;C429I;0
01-07-2023;C429I;0
01-08-2023;C429I;0
01-09-2023;C429I;0
01-10-2023;C429I;0
01-11-2023;C429I;0
01-12-2023;C429I;0
01-01-2023;2465;2
01-02-2023;2465;0
01-03-2023;2465;0
01-04-2023;2465;0
01-05-2023;2465;0
01-06-2023;2465;0
01-07-2023;2465;0
01-08-2023;2465;0
01-09-2023;2465;0
01-10-2023;2465;0
01-11-2023;2465;0
01-12-2023;2465;0
01-01-2023;5796;0
01-02-2023;5796;0
01-03-2023;5796;0
01-04-2023;5796;0
01-05-2023;5796;0
01-06-2023;5796;0
01-07-2023;5796;0
01-08-2023;5796;0
01-09-2023;5796;0
01-10-2023;5796;0
01-11-2023;5796;0
01-12-2023;5796;0
01-01-2023;5783;0
01-02-2023;5783;0
01-03-2023;5783;0
01-04-2023;5783;0
01-05-2023;5783;0
01-06-2023;5783;0
01-07-2023;5783;0
01-08-2023;5783;0
01-09-2023;5783;0
01-10-2023;5783;0
01-11-2023;5783;0
01-12-2023;5783;0
01-01-2023;2030;3
01-02-2023;2030;4
01-03-2023;2030;0
01-04-2023;2030;0
01-05-2023;2030;0
01-06-2023;2030;0
01-07-2023;2030;0
01-08-2023;2030;0
01-09-2023;2030;0
01-10-2023;2030;0
01-11-2023;2030;2
01-12-2023;2030;0
01-01-2023;0016A;0
01-02-2023;0016A;1
01-03-2023;0016A;0
01-04-2023;0016A;0
01-05-2023;0016A;0
01-06-2023;0016A;0
01-07-2023;0016A;0
01-08-2023;0016A;0
01-09-2023;0016A;0
01-10-2023;0016A;0
01-11-2023;0016A;0
01-12-2023;0016A;0
01-01-2023;9981A;0
01-02-2023;9981A;0
01-03-2023;9981A;0
01-04-2023;9981A;0
01-05-2023;9981A;0
01-06-2023;9981A;0
01-07-2023;9981A;0
01-08-2023;9981A;0
01-09-2023;9981A;0
01-10-2023;9981A;0
01-11-2023;9981A;0
01-12-2023;9981A;0
01-01-2023;9381I;6
01-02-2023;9381I;2
01-03-2023;9381I;0
01-04-2023;9381I;0
01-05-2023;9381I;0
01-06-2023;9381I;0
01-07-2023;9381I;0
01-08-2023;9381I;0
01-09-2023;9381I;0
01-10-2023;9381I;0
01-11-2023;9381I;1
01-12-2023;9381I;0
01-01-2023;8368U;0
01-02-2023;8368U;2
01-03-2023;8368U;0
01-04-2023;8368U;0
01-05-2023;8368U;0
01-06-2023;8368U;0
01-07-2023;8368U;0
01-08-2023;8368U;0
01-09-2023;8368U;0
01-10-2023;8368U;0
01-11-2023;8368U;0
01-12-2023;8368U;0
01-01-2023;3260B;0
01-02-2023;3260B;0
01-03-2023;3260B;0
01-04-2023;3260B;0
01-05-2023;3260B;0
01-06-2023;3260B;0
01-07-2023;3260B;0
01-08-2023;3260B;0
01-09-2023;3260B;0
01-10-2023;3260B;0
01-11-2023;3260B;0
01-12-2023;3260B;0
01-01-2023;8416;0
01-02-2023;8416;0
01-03-2023;8416;0
01-04-2023;8416;0
01-05-2023;8416;0
01-06-2023;8416;0
01-07-2023;8416;0
01-08-2023;8416;0
01-09-2023;8416;0
01-10-2023;8416;0
01-11-2023;8416;0
01-12-2023;8416;0
01-01-2023;8414A;0
01-02-2023;8414A;0
01-03-2023;8414A;0
01-04-2023;8414A;0
01-05-2023;8414A;0
01-06-2023;8414A;0
01-07-2023;8414A;0
01-08-2023;8414A;0
01-09-2023;8414A;0
01-10-2023;8414A;0
01-11-2023;8414A;0
01-12-2023;8414A;0
01-01-2023;2422;3
01-02-2023;2422;3
01-03-2023;2422;0
01-04-2023;2422;0
01-05-2023;2422;0
01-06-2023;2422;0
01-07-2023;2422;0
01-08-2023;2422;0
01-09-2023;2422;0
01-10-2023;2422;0
01-11-2023;2422;0
01-12-2023;2422;0
01-01-2023;2539;1
01-02-2023;2539;1
01-03-2023;2539;0
01-04-2023;2539;0
01-05-2023;2539;0
01-06-2023;2539;0
01-07-2023;2539;0
01-08-2023;2539;0
01-09-2023;2539;0
01-10-2023;2539;0
01-11-2023;2539;0
01-12-2023;2539;0
01-01-2023;2614;1
01-02-2023;2614;1
01-03-2023;2614;0
01-04-2023;2614;0
01-05-2023;2614;0
01-06-2023;2614;0
01-07-2023;2614;0
01-08-2023;2614;0
01-09-2023;2614;0
01-10-2023;2614;0
01-11-2023;2614;0
01-12-2023;2614;2
01-01-2023;9390;3
01-02-2023;9390;2
01-03-2023;9390;1
01-04-2023;9390;0
01-05-2023;9390;0
01-06-2023;9390;0
01-07-2023;9390;0
01-08-2023;9390;0
01-09-2023;9390;0
01-10-2023;9390;0
01-11-2023;9390;0
01-12-2023;9390;0
01-01-2023;9434;0
01-02-2023;9434;0
01-03-2023;9434;0
01-04-2023;9434;0
01-05-2023;9434;0
01-06-2023;9434;0
01-07-2023;9434;0
01-08-2023;9434;0
01-09-2023;9434;0
01-10-2023;9434;0
01-11-2023;9434;0
01-12-2023;9434;0
